gene_id,isoform_id,region,tissue,archived_r,archived_p,archived_q,raw_weighted_r,raw_weighted_p,raw_unweighted_r,raw_unweighted_p,strand_sensitive_r,strand_sensitive_p,spearman_rho,linear_detrended_r,linear_detrended_p,first_difference_r,first_difference_p,isoform_absolute_expression_r,isoform_absolute_expression_p,gene_total_expression_r,gene_total_expression_p,loo_min_r,loo_max_r,loo_same_sign_fraction,methylation_replicate_reliability,usage_replicate_reliability,n_complete_stages,median_cpg,min_cpg,median_coverage,strand_cpg_gain,strand_sensitive_cpg,raw_weighted_exact_permutation_p,detrended_exact_permutation_p,difference_exact_permutation_p,raw_global_q,unweighted_global_q,strand_sensitive_global_q,detrended_global_q,difference_global_q,raw_weighted_exact_global_q,detrended_exact_global_q,difference_exact_global_q,archived_sign_reproduced,raw_nominal_reproduced,selection_origin,stage_permutation_p,circular_abs_rank,bootstrap_median_r,bootstrap_low_r,bootstrap_high_r,bootstrap_archived_sign_probability,detrended_same_sign,difference_same_sign,bootstrap_interval_excludes_zero,hostile_support_score
Taok3,NM_001199685,gene_body,ForeBrain,0.737991684433402,0.0365930092550905,0.202049931164789,0.9838313010217311,1.0439598576691181e-05,0.8793903002297346,0.003998991240468006,0.9838313010217311,1.0439598576691181e-05,0.9761904761904762,0.9679157662386999,8.05945058849323e-05,0.9712008017286191,0.0002661775016042862,-0.0168227245317154,0.9684633421219684,-0.5676025988738358,0.1422347904085531,0.9567303817524391,0.9949327619996419,1.0,0.34294203556532493,0.5144351771028012,8,171.0,169.0,1734.0,0.0,171.0,9.92063492063492e-05,0.0004464285714285714,0.0007192460317460318,0.03822980998784311,0.22093899742801262,0.11468942996352932,0.07378427013765552,0.2923161322618271,0.1816468253968254,0.44586038961038965,0.6963128306878308,True,True,reconstructed_only,9.92063492063492e-05,1,0.738846175161095,0.46806469005575896,0.9055531667654425,1.0,True,True,True,9
Psap,NM_001146120,gene_body,ForeBrain,0.966254758997976,9.36527856591347e-05,0.0239260569076789,0.9061923840121155,0.0019212652078452804,0.8169495495041199,0.01330580555417852,0.8961065016933292,0.00258961720222866,0.9761904761904762,0.5433196149816801,0.1640035923179743,0.17641717419780348,0.7051436599718328,0.3460149031289558,0.4011459502358558,-0.8199312352362259,0.012696400980370028,0.8463753544829742,0.9297975222370257,1.0,0.39907608528473815,0.9305467736907799,8,111.0,103.0,1022.0,33.0,78.0,0.0003720238095238095,0.20751488095238096,0.7625496031746032,0.3433914060833611,0.3064773532643985,0.35635484205781515,0.7792807323859249,0.9712246410654345,0.27247023809523807,0.9824330657565852,0.9997015587246041,True,True,archived_only,0.0003720238095238095,1,0.7601491712004185,0.5772935161651566,0.8739577845922847,1.0,True,True,True,9
Rapgef4,NM_019688,gene_body,ForeBrain,-0.974956452497295,3.85331403659817e-05,0.0187017672181655,-0.9392916081144633,0.0005341944344562855,-0.9588843249422052,0.00016845070545424824,-0.9392916081144633,0.0005341944344562855,-0.8333333333333334,-0.4663718504263007,0.24407563358023607,0.12269027718319532,0.7932786211285511,-0.885991929530278,0.003395099829982769,-0.9193455349098095,0.0012336077580754668,-0.9712958717004643,-0.9057842355883194,1.0,0.9032864038739493,0.9914427060190796,8,186.0,181.0,2902.5,0.0,186.0,0.0009176587301587302,0.2895337301587302,0.8130704365079365,0.3433914060833611,0.13440395587104934,0.3428636535448618,0.8195619787620082,0.9799185452335419,0.31375360750360753,0.9842788299570828,0.9997015587246041,True,True,archived_only,0.0009176587301587302,1,-0.9201965118466873,-0.9625059089534401,-0.8636909125579093,1.0,True,False,True,9
Tenm3,NM_001145937,gene_body,ForeBrain,0.926490495656713,0.0009391046048878,0.0440262633818279,0.8855312455629483,0.0034351867515940776,0.8949542742880189,0.002674336897269649,0.8855312455629483,0.0034351867515940776,0.8809523809523809,0.21945659060887823,0.6015396210757173,-0.2297414116563599,0.6201897310356517,0.6293161120389812,0.09455945292248577,0.08432897881630297,0.8426311843882015,0.8652269362319595,0.9546248215171712,1.0,0.971014158914324,0.9062755070216069,8,441.0,441.0,6443.0,0.0,441.0,0.0010912698412698413,0.6568452380952381,0.6354910714285714,0.3635882027487626,0.20985903681003115,0.3594186824096452,0.9341976642829842,0.9591790739943408,0.33301917989417995,0.9905884357214163,0.9997015587246041,True,True,archived_only,0.0010912698412698413,1,0.8597806182493923,0.7718185509702091,0.9315727565165353,1.0,True,False,True,9
Tenm3,NM_011857,gene_body,ForeBrain,-0.926490495656713,0.0009391046048878,0.0440262633818279,-0.885531245562948,0.0034351867515940967,-0.894954274288019,0.002674336897269639,-0.885531245562948,0.0034351867515940967,-0.8809523809523809,-0.21945659060887837,0.6015396210757169,0.22974141165635997,0.6201897310356517,-0.7342456315366451,0.03806720238325002,0.08432897881630297,0.8426311843882015,-0.9546248215171712,-0.8652269362319595,1.0,0.971014158914324,0.9062755070216069,8,441.0,441.0,6443.0,0.0,441.0,0.0010912698412698413,0.6568452380952381,0.6354910714285714,0.3635882027487626,0.20985903681003115,0.3594186824096452,0.9341976642829842,0.9591790739943408,0.33301917989417995,0.9905884357214163,0.9997015587246041,True,True,archived_only,0.0010912698412698413,1,-0.8597753915358555,-0.9310668384280345,-0.7739203268042865,1.0,True,False,True,9
Psap,NM_011179,gene_body,ForeBrain,-0.989334370820281,3.00897744380594e-06,0.0080715819930094,-0.8916105957187505,0.0029302874371856004,-0.877856431046421,0.004148526471256033,-0.8753164167819174,0.0044039799405238885,-0.9047619047619048,-0.43945827379697366,0.2759565461837489,-0.07256578352957319,0.877132593864818,-0.8172675608112991,0.013239949997010943,-0.8199312352362259,0.012696400980370028,-0.9302668568747898,-0.8267069840788855,1.0,0.39907608528473815,0.9470670324062841,8,111.0,103.0,1022.0,33.0,78.0,0.0012648809523809524,0.3233878968253968,0.8418650793650794,0.34991454114044573,0.22093899742801262,0.3700108852206154,0.8528415504553496,0.9883414273359065,0.33734410430839,0.9889329625292741,0.9997015587246041,True,True,archived_only,0.0012648809523809524,1,-0.7285257828587461,-0.9061001386684167,-0.5656092385858926,1.0,True,True,True,9
Rapgef4,NM_001204166,gene_body,ForeBrain,0.959751066547465,0.0001581248320862,0.0302978472908054,0.9289937864228527,0.0008480257391220505,0.943781461707657,0.00042568148078943904,0.9289937864228527,0.0008480257391220505,0.8333333333333334,0.452769732924716,0.25994384077078214,-0.06349731750711353,0.8924207869733107,-0.8446881833841089,0.00830888844017946,-0.9193455349098095,0.0012336077580754668,0.8872121540404871,0.9646607677918217,1.0,0.9032864038739493,0.8736199153976347,8,186.0,181.0,2902.5,0.0,186.0,0.0013392857142857143,0.30739087301587303,0.8849950396825397,0.3433914060833611,0.1558845582650926,0.3428636535448618,0.8359398395728168,0.99129695063131,0.3390740740740741,0.9869989891200135,0.9997015587246041,True,True,archived_only,0.0013392857142857143,1,0.8894386524008318,0.8075991408873359,0.9537546258937839,1.0,True,False,True,9
Pnoc,NM_001205075,gene_body,ForeBrain,0.967881365061323,8.0851917957638e-05,0.0228300284127756,0.9082270119767034,0.001801783229199157,0.8367818664449169,0.009583147075557612,0.9345632809900302,0.0006665656106778043,0.7857142857142857,0.9243425713795954,0.0010221623566166725,0.8290133838999384,0.021128680331898953,-0.8110778591232488,0.014559030677459422,-0.847710569429704,0.007851974912904947,0.843300429098897,0.9809922657222088,1.0,0.7736885043982548,0.34218093005227473,8,56.0,55.0,718.5,6.0,50.0,0.002951388888888889,0.0015376984126984127,0.012698412698412698,0.3433914060833611,0.27351928813562015,0.3428636535448618,0.33374139801720776,0.7121112261423753,0.3779425883256528,0.6256723985890652,0.9952985992560824,True,True,archived_only,0.002951388888888889,1,0.701438316337027,0.3086974682257113,0.914969055096786,1.0,True,True,True,9
Pnoc,NM_010932,gene_body,ForeBrain,-0.967881365061323,8.08519179576396e-05,0.0228300284127756,-0.9082270119767033,0.001801783229199162,-0.8367818664449167,0.009583147075557661,-0.93456328099003,0.0006665656106778086,-0.7857142857142857,-0.9243425713795953,0.0010221623566166779,-0.8290133838999383,0.021128680331899,-0.839928403237928,0.009062161458137213,-0.847710569429704,0.007851974912904947,-0.980992265722209,-0.843300429098897,1.0,0.7736885043982548,0.34218093005227473,8,56.0,55.0,718.5,6.0,50.0,0.002951388888888889,0.0015376984126984127,0.012698412698412698,0.3433914060833611,0.27351928813562015,0.3428636535448618,0.33374139801720776,0.7121112261423753,0.3779425883256528,0.6256723985890652,0.9952985992560824,True,True,archived_only,0.002951388888888889,1,-0.6833308002060181,-0.9117365765868026,-0.3030982838162928,1.0,True,True,True,9
Abl1,NM_001112703,gene_body,ForeBrain,-0.938984059135676,0.0005422265240421,0.0408997814989829,-0.8135501543985666,0.014022695877933656,-0.9629317228325853,0.00012382101296860948,-0.7562322323594777,0.02991540890884699,-0.8571428571428571,-0.2155075273645809,0.6082602209754455,-0.04290741411148297,0.9272251455739988,0.6435883978696606,0.08508763456870425,0.8323035097632737,0.01035683298684824,-0.857759228842342,-0.7324285918919354,1.0,0.39175036269114993,0.7289203649403578,8,239.0,234.0,2293.0,4.0,235.0,0.003695436507936508,0.6357638888888889,0.9148313492063492,0.42146082671491797,0.13440395587104934,0.514320316545529,0.9381506574866019,0.9950055090766271,0.3839353354978355,0.9891895816226394,0.9997015587246041,True,True,archived_only,0.003695436507936508,1,-0.6100267974228267,-0.8522946649780307,-0.314319213473592,1.0,True,True,True,9
Rph3a,NM_011286,gene_body,ForeBrain,0.926992181625637,0.0009203633159408,0.0440262633818279,0.8826815227009086,0.003689957960332345,0.9106594813101333,0.0016654112762226304,0.8826815227009086,0.003689957960332345,0.9523809523809523,0.37576152395672124,0.358958246633777,0.5216244869081759,0.22984607428800652,-0.8112184111163016,0.01452819959350002,-0.8332328223726816,0.010193145005991925,0.8240300927282675,0.9247448988193682,1.0,0.38940166327079806,0.833799000075302,8,107.0,106.0,1068.0,0.0,107.0,0.0038442460317460315,0.407514880952381,0.2689484126984127,0.3635882027487626,0.19605592100766997,0.36852616502010127,0.8776561484514,0.8392174493294228,0.3839353354978355,0.9891895816226394,0.9952985992560824,True,True,archived_only,0.0038442460317460315,1,0.7285407092611853,0.35398263389198054,0.952507733860493,1.0,True,True,True,9
Pdlim7,NM_001114088,gene_body,ForeBrain,0.975385525877777,3.6598183261395e-05,0.0187017672181655,0.8669770915530755,0.005313158427347324,0.7687894845615125,0.025789729391337956,0.8669770915530755,0.005313158427347324,0.8571428571428571,0.5420980674570198,0.16514348813882412,0.5528693536743944,0.19802442465984202,0.8222847269456917,0.012228050323093292,0.3403991628549448,0.4093409565154788,0.8056806838007522,0.9646443129177926,1.0,-0.1076699571547335,0.9807502175274345,8,99.0,93.0,795.0,0.0,99.0,0.004613095238095238,0.2101686507936508,0.2844494047619048,0.3869030957762777,0.3888399398595313,0.3700108852206154,0.7799109295636538,0.8357817953936915,0.4120281649245064,0.9824330657565852,0.9952985992560824,True,True,archived_only,0.004613095238095238,1,0.5993882385569937,0.22102102321642783,0.8815988078161567,1.0,True,True,True,9
Pdlim7,NM_026131,gene_body,ForeBrain,-0.937175951484844,0.000591053263656,0.0408997814989829,-0.8598797241298244,0.006175172461508792,-0.7458728519590079,0.03360668981756979,-0.8598797241298244,0.006175172461508792,-0.9047619047619048,-0.49718283204241415,0.21001363539646514,-0.3413253927870558,0.4537036316803879,-0.8748707842958464,0.004449814571316622,0.3403991628549448,0.4093409565154788,-0.9155724597172323,-0.8080232318126283,1.0,-0.1076699571547335,0.9260577313100428,8,99.0,93.0,795.0,0.0,99.0,0.006374007936507936,0.2572668650793651,0.4328125,0.3869030957762777,0.416707781417406,0.3700108852206154,0.8023958771878953,0.9167694879941568,0.43765531994047613,0.9824330657565852,0.9984288061773902,True,True,archived_only,0.006374007936507936,1,-0.5775214418201672,-0.8472360802725046,-0.2001604886952328,0.9998,True,True,True,9
Gtf2i,NM_001080746,gene_body,ForeBrain,-0.934547976845902,0.0006670255678157,0.0409444844296338,-0.8866918301617145,0.0033347771739713327,-0.7257552747413115,0.04154064425530545,-0.8866918301617145,0.0033347771739713327,-0.7380952380952381,-0.7409878974666008,0.0354393720572159,-0.6073505274701344,0.1480543433121981,-0.7639769183996253,0.02732633875416387,0.7426457149731158,0.03481073565694321,-0.9350479864144308,-0.82965982913786,1.0,0.4556726432070832,0.9280146121025707,8,165.0,145.0,2024.5,0.0,165.0,0.007068452380952381,0.04221230158730159,0.16364087301587302,0.3635882027487626,0.4375508320122586,0.35867966722809325,0.6156542403418404,0.808349616835571,0.44220579625292744,0.9685819095079892,0.9952985992560824,True,True,archived_only,0.007068452380952381,1,-0.7713624199908382,-0.9604514013973067,-0.4666068904795728,1.0,True,True,True,9
Pdlim7,NM_001114087,gene_body,ForeBrain,0.938598455784428,0.0005524085065964,0.0408997814989829,0.8374487859832913,0.009471175343895601,0.7596102373626122,0.02876837283997545,0.8374487859832913,0.009471175343895601,0.8571428571428571,0.36999324832359937,0.36697528217588044,0.2218425282436824,0.6325869093202459,0.8137076261790741,0.013988962637758758,0.3403991628549448,0.4093409565154788,0.781354766759951,0.894690233636938,1.0,-0.1076699571547335,0.9839166514796837,8,99.0,93.0,795.0,0.0,99.0,0.01083829365079365,0.412078373015873,0.5670882936507936,0.3869030957762777,0.3940764888029555,0.37355705599232075,0.8789550476343104,0.9614479404537359,0.4426539143165356,0.9891895816226394,0.9997015587246041,True,True,archived_only,0.01083829365079365,1,0.5868190514517573,0.2270364967063669,0.8220222841492821,1.0,True,True,True,9
Pdlim7,NR_104287,gene_body,ForeBrain,-0.9432914353346,0.0004367463147033,0.0386712448368348,-0.8361102714112245,0.00969674946797017,-0.76397149433798,0.027328101660679054,-0.8361102714112245,0.00969674946797017,-0.8571428571428571,-0.36179219996027795,0.37851048985706787,-0.2699716824501326,0.5581998110243105,-0.872897863307622,0.004656419738694076,0.3403991628549448,0.4093409565154788,-0.8910077106199551,-0.7767128170729454,1.0,-0.1076699571547335,0.9827326155112799,8,99.0,93.0,795.0,0.0,99.0,0.01130952380952381,0.42232142857142857,0.5011904761904762,0.3869030957762777,0.3900027062171159,0.37355705599232075,0.8842209862206513,0.9461260731047314,0.4426539143165356,0.9891895816226394,0.9986015357060414,True,True,archived_only,0.01130952380952381,1,-0.5862015462467522,-0.8240953573006098,-0.22642348642723498,1.0,True,True,True,9
Arvcf,NM_001272032,gene_body,ForeBrain,0.991404190745693,1.57759769803388e-06,0.0080715819930094,0.8435007853208016,0.00849291830640036,0.9249788157793823,0.0009970793833546858,0.8566447992475462,0.006595960798271327,0.8809523809523809,-0.15696667790132662,0.7104860328243613,0.18140384131048773,0.6970812498933685,0.7164899128009331,0.04554312304649625,0.38116745209211744,0.35151790364663904,0.7973962814939498,0.9146783043763006,1.0,0.6211216230212127,0.966554268943301,8,215.0,210.0,2037.5,18.0,197.0,0.01168154761904762,0.7385168650793651,0.7476190476190476,0.3869030957762777,0.16728590738333968,0.3700108852206154,0.9594351111961853,0.9685816996943002,0.4426539143165356,0.997008474883856,0.9997015587246041,True,True,archived_only,0.01168154761904762,1,0.7537337058235388,0.5386951938081229,0.9263948457087974,1.0,False,True,True,9
Snap25,NM_001291056,gene_body,ForeBrain,0.93712599241473,0.0005924417439085,0.0408997814989829,0.8074257805124643,0.015374613464430949,0.9220899922231572,0.001114271360787553,0.8074257805124643,0.015374613464430949,0.9047619047619048,0.0806875647465155,0.8493661773636096,0.08484439429153978,0.8564815502925858,-0.8909496805318022,0.002982680953350398,-0.878722613278767,0.004063648905588579,0.6296183554441599,0.8848228866151442,1.0,0.38040873838377526,0.8201342200541679,8,39.0,38.0,562.0,0.0,39.0,0.012177579365079365,0.860639880952381,0.8228670634920635,0.43420437922940464,0.16919645671558842,0.4285309730867356,0.985175053771017,0.9861493727882985,0.4426539143165356,0.9995570426160224,0.9997015587246041,True,True,archived_only,0.012177579365079365,1,0.6375527368199232,0.20307683633792864,0.9212644318127006,1.0,True,True,True,9
Snap25,NM_011428,gene_body,ForeBrain,-0.93712599241473,0.0005924417439085,0.0408997814989829,-0.8074257805124644,0.015374613464430923,-0.9220899922231572,0.001114271360787553,-0.8074257805124644,0.015374613464430923,-0.9047619047619048,-0.08068756474651481,0.849366177363611,-0.08484439429153931,0.8564815502925867,-0.875005290997734,0.004435947985476838,-0.878722613278767,0.004063648905588579,-0.8848228866151441,-0.6296183554441597,1.0,0.38040873838377526,0.820134220054168,8,39.0,38.0,562.0,0.0,39.0,0.012177579365079365,0.860639880952381,0.8228670634920635,0.43420437922940464,0.16919645671558842,0.4285309730867356,0.985175053771017,0.9861493727882985,0.4426539143165356,0.9995570426160224,0.9997015587246041,True,True,archived_only,0.012177579365079365,1,-0.6519632930777716,-0.9194432562897416,-0.20206766449527136,1.0,True,True,True,9
