"isoform_id","gene_id","gene_name","estimates","se","df","t","pval","regular_FDR","empirical_pval","empirical_FDR","inference_valid"
"NM_001166402","Tnfaip3","Tnfaip3",0.768450509074549,2.9457553314615,25.4341426705716,0.26086705194667,0.796295650475814,0.918087295792913,0.852587296147468,0.980789338534516,TRUE
"NM_009397","Tnfaip3","Tnfaip3",-0.768450509074546,2.94575533146151,25.4341426705716,-0.260867051946669,0.796295650475815,0.918087295792913,0.84884560469511,0.980028911893653,TRUE
"NM_008822","Pex7","Pex7",-0.764685514089107,1.11879990908242,25.4341426705716,-0.683487286583945,0.500478709061977,0.748685570350941,0.621597737797361,0.932018965300053,TRUE
"NM_001161825","Pex7","Pex7",0.764685514089088,1.11879990908242,25.4341426705716,0.683487286583929,0.500478709061986,0.748685570350941,0.624973460774714,0.932355606149157,TRUE
"NM_008635","Map7","Map7",1.02433267740496,2.32102514856435,25.4341426705716,0.441327694376147,0.662704908991403,0.845405263011427,0.752291040334099,0.957109860446672,TRUE
"NM_001198635","Map7","Map7",-1.02433267740496,2.32102514856436,25.4341426705716,-0.441327694376148,0.662704908991403,0.845405263011427,0.748670279087284,0.957109860446672,TRUE
"NM_001025392","Bclaf1","Bclaf1",-0.148515689510482,0.316007519476037,25.4341426705716,-0.469975175770284,0.642377551615563,0.835117887372107,0.733141493694579,0.954665667866609,TRUE
"NM_001025393","Bclaf1","Bclaf1",0.489282489174436,0.402876719494653,25.4341426705716,1.21447198484977,0.235723331928472,0.5107687261454,0.388631023995359,0.83954450661377,TRUE
"NM_153787","Bclaf1","Bclaf1",-0.27615392646929,0.21789770989749,25.4341426705716,-1.26735580011009,0.216509446212152,0.486298974564607,0.366305082624626,0.824904722974669,TRUE
"NM_001198914","Myb","Myb",-2.28754044644184,0.733643670944609,25.4341426705716,-3.11805381418544,0.00448178529157207,0.0312812389694566,0.038035549211494,0.265775015441583,TRUE
"NM_010848","Myb","Myb",2.28754044644184,0.733643670944609,25.4341426705716,3.11805381418544,0.00448178529157207,0.0312812389694566,0.038480622950182,0.267823399438943,TRUE
"NM_001145209","Hbs1l","Hbs1l",-0.197774337220761,0.137186380269756,25.4341426705716,-1.44164702670825,0.161602481948997,0.410661990784725,0.306371113357634,0.780255015942379,TRUE
"NM_001042593","Hbs1l","Hbs1l",-0.42759197995856,0.946375806899785,25.4341426705716,-0.451820489113411,0.655227872811877,0.842328570736385,0.742968917797788,0.956718819328467,TRUE
"NM_019702","Hbs1l","Hbs1l",0.473283194214307,0.309042494298934,25.4341426705716,1.53145021459898,0.138002897780758,0.372068114182772,0.280579291132962,0.754506333510489,TRUE
"NM_001161845","Sgk1","Sgk1",-5.15987674450192,0.959613262284851,25.4341426705716,-5.37703775812371,1.33493202880954e-05,0.000227214637731168,0.00148821791193262,0.0253654820901224,TRUE
"NM_001161847","Sgk1","Sgk1",-2.62082452147133,1.63970693736324,25.4341426705716,-1.59834935240671,0.122315911384308,0.343229497733744,0.258944352781421,0.7277272033092,TRUE
"NM_001161849","Sgk1","Sgk1",3.0727042504972,0.750943184302006,25.4341426705716,4.09179324711929,0.000380753397114598,0.00391215397201843,0.00965205814016011,0.099090180906469,TRUE
"NM_001161850","Sgk1","Sgk1",2.49293295234517,0.402134839023829,25.4341426705716,6.19924639804075,1.62351590896604e-06,3.68953707488783e-05,0.00047621579096074,0.0108115159967916,TRUE
"NM_011361","Sgk1","Sgk1",1.02638380716717,0.151689161078938,25.4341426705716,6.76636220984203,3.94252728438785e-07,1.09573843894924e-05,0.000219678087243121,0.00607808878156977,TRUE
"NM_001254744","E030030I06Rik","E030030I06Rik",0.814920314066402,0.371344202646634,25.4341426705716,2.19451470699778,0.0375382453242656,0.15609288328321,0.130031977535945,0.539722368918115,TRUE
"NM_001254745","E030030I06Rik","E030030I06Rik",-0.814920314066402,0.371344202646634,25.4341426705716,-2.19451470699778,0.0375382453242656,0.15609288328321,0.128825659334383,0.537439694689714,TRUE
"NM_008813","Enpp1","Enpp1",0.335923688094646,1.76911862037763,25.4341426705716,0.18988194699061,0.85090895234994,0.945057537491747,0.892889974097599,0.98964142011095,TRUE
"NM_001308329","Enpp1","Enpp1",0.0171827189307381,1.36136729492553,25.4341426705716,0.0126216627906269,0.990028122510274,0.998560197517297,0.994633940890382,0.999715714394361,TRUE
"NM_001308327","Enpp1","Enpp1",-1.35764093285758,2.05396461601127,25.4341426705716,-0.660985550712196,0.514564839251597,0.757232690888543,0.632967193342464,0.933239648826251,TRUE
"NM_001166416","Med23","Med23",-0.698172936617058,0.745085527397592,25.4341426705716,-0.937037307724406,0.357552521465608,0.634099465972401,0.500846550481923,0.890572516251493,TRUE
"NM_027347","Med23","Med23",0.698172936617058,0.745085527397592,25.4341426705716,0.937037307724405,0.357552521465608,0.634099465972401,0.503887839265547,0.891593911175344,TRUE
"NM_001013766","Samd3","Samd3",-0.915841082271776,1.08051894478925,24.4341426705716,-0.847593729557799,0.404890666545451,0.677342500930926,0.542099156291045,0.909248040484492,TRUE
"NM_001115154","Samd3","Samd3",0.915841082271776,1.08051894478925,24.4341426705716,0.847593729557798,0.404890666545451,0.677342500930926,0.545266423891936,0.909847769832951,TRUE
"NM_001110195","Echdc1","Echdc1",0.579436747446738,0.302641606578821,25.4341426705716,1.91459711702207,0.0668567551835301,0.23298852272374,0.182291951740979,0.633478649530745,TRUE
"NM_025855","Echdc1","Echdc1",-0.579436747446739,0.302641606578821,25.4341426705716,-1.91459711702207,0.0668567551835301,0.23298852272374,0.180732016274932,0.631257594348332,TRUE
"NM_001284279","Rnf146","Rnf146",0.540179067886175,0.183388321725981,25.4341426705716,2.94554780152965,0.00680600831170372,0.04365184125074,0.0487682070173686,0.312283695115707,TRUE
"NM_026518","Rnf146","Rnf146",0.0434008908908436,0.250824535804498,25.4341426705716,0.173032876355733,0.863995252807271,0.951574206399917,0.902506194182223,0.991943691294748,TRUE
"NM_001110198","Rnf146","Rnf146",-0.907082432542499,0.548562525088902,25.4341426705716,-1.65356252214913,0.110508173201364,0.321924187276872,0.24364781265384,0.710951527110047,TRUE
"NM_001110197","Rnf146","Rnf146",-0.266541272783339,0.438047783030509,25.4341426705716,-0.608475337871472,0.548268400234352,0.780529771445766,0.659873186325403,0.940912431589482,TRUE
"NM_001110196","Rnf146","Rnf146",-0.31948056834813,0.287675089308464,25.4341426705716,-1.11056042118948,0.27714680561471,0.555251022650196,0.426786165851442,0.857030456138379,TRUE
"NM_001111267","Ncoa7","Ncoa7",2.0317554403244,0.702352239821135,25.4341426705716,2.89278701644322,0.0077212657665668,0.0479036800198262,0.0523956490221366,0.32441661261072,TRUE
"NM_172495","Ncoa7","Ncoa7",-2.0317554403244,0.702352239821135,25.4341426705716,-2.89278701644322,0.00772126576656678,0.0479036800198262,0.0518180792767422,0.322432394124625,TRUE
"NM_001013411","Nkain2","Nkain2",-1.18183226602641,1.43985505607641,25.4341426705716,-0.820799469390267,0.419387476336708,0.690492522747829,0.554454447815225,0.915334288364506,TRUE
"NM_001025286","Nkain2","Nkain2",1.18183226602641,1.43985505607641,25.4341426705716,0.820799469390267,0.419387476336708,0.690492522747829,0.557657031257651,0.91551307887916,TRUE
"NM_010237","Frk","Frk",-1.03846454061456,2.13502927078709,25.4341426705716,-0.486393584773536,0.630852972179749,0.828161606904396,0.724295575870929,0.952823702563137,TRUE
"NM_001159544","Frk","Frk",1.03846454061457,2.13502927078709,25.4341426705716,0.486393584773537,0.630852972179748,0.828161606904396,0.727877429235123,0.953099621404903,TRUE
"NM_001253355","Hs3st5","Hs3st5",-0.204966818630816,1.44573622627106,25.4341426705716,-0.141773315841632,0.888376087800396,0.960969624165446,0.916599346566081,0.99289750086902,TRUE
"NM_001253356","Hs3st5","Hs3st5",-0.179055077928278,1.70833786708488,25.4341426705716,-0.10481245038127,0.917346828275817,0.971601243704395,0.93779084074736,0.995046205825473,TRUE
"NM_001081208","Hs3st5","Hs3st5",0.791228975558634,2.041976772808,25.4341426705716,0.387481868596667,0.701623190204247,0.867451173942531,0.781824851459582,0.96459325394461,TRUE
"NM_001122893","Fyn","Fyn",-0.88174498637706,0.527407306614973,25.4341426705716,-1.6718482571588,0.106814102306095,0.314729231723315,0.238740222049914,0.705210600118256,TRUE
"NM_001122892","Fyn","Fyn",0.881744986377054,0.527407306614974,25.4341426705716,1.67184825715879,0.106814102306097,0.314729231723315,0.240648211282929,0.707412947186378,TRUE
"NM_001114332","Slc16a10","Slc16a10",1.09154870463534,0.569853497802657,25.4341426705716,1.91549004936239,0.0667378205663868,0.232705483410347,0.182100853354875,0.633349642164362,TRUE
"NM_028247","Slc16a10","Slc16a10",-1.09154870463534,0.569853497802657,25.4341426705716,-1.91549004936239,0.0667378205663871,0.232705483410347,0.180542133044669,0.631257594348332,TRUE
"NM_001042556","Rpf2","Rpf2",-0.923103926667269,0.326673961017215,25.4341426705716,-2.82576524860708,0.00905291272914705,0.0543086743206978,0.0567420232904629,0.341060188701565,TRUE
"NM_023323","Rpf2","Rpf2",0.923103926667267,0.326673961017214,25.4341426705716,2.82576524860708,0.00905291272914711,0.0543086743206978,0.0573649825573151,0.34346622258965,TRUE
"NM_001291816","Cdk19","Cdk19",-0.935830709921976,1.8764810499424,25.4341426705716,-0.498715779704092,0.622265518438025,0.823459141825762,0.717683320652221,0.951789120194099,TRUE
"NM_001291817","Cdk19","Cdk19",-3.15147703876465,1.02537485735566,25.4341426705716,-3.07348772612975,0.00499625534721373,0.0341761590823822,0.0404539149876088,0.276872607291788,TRUE
"NM_001168304","Cdk19","Cdk19",3.57400062228846,0.979658638347423,25.4341426705716,3.64821018504712,0.00119144590509302,0.0104792890013171,0.0182519105908728,0.160305036791011,TRUE
"NM_198164","Cdk19","Cdk19",-3.51532118132602,3.00713550956816,25.4341426705716,-1.16899327288075,0.253246173417378,0.530459459670914,0.403521743065545,0.84749194665244,TRUE
"NM_001277230","Zbtb24","Zbtb24",0.657393661683537,0.334496002809576,25.4341426705716,1.96532591170539,0.0603862115539222,0.217821061261444,0.171694899581735,0.617038832881812,TRUE
"NM_001277229","Zbtb24","Zbtb24",-0.792357256690698,1.24833645900845,25.4341426705716,-0.634730525550832,0.531272919211969,0.770015013281148,0.646355853979569,0.938503198514415,TRUE
"NM_153398","Zbtb24","Zbtb24",-0.746590957391969,0.302185837917902,25.4341426705716,-2.4706351645599,0.0205271656835,0.102733450303656,0.0907745542000027,0.455756105980324,TRUE
"NR_102360","Zbtb24","Zbtb24",-0.462110476110932,1.03476182677645,25.4341426705716,-0.446586319820595,0.658953161058791,0.8441773908916,0.745811019704171,0.957109860446672,TRUE
"NM_001164433","Mical1","Mical1",1.61891721737098,3.41671937538402,25.4341426705716,0.47382211984823,0.639668923628658,0.83301538760188,0.734658279068167,0.954665667866609,TRUE
"NM_138315","Mical1","Mical1",-1.61891721737097,3.416719375384,25.4341426705716,-0.473822119848231,0.639668923628658,0.83301538760188,0.731065241504908,0.953630558157565,TRUE
"NM_029132","Cep57l1","Cep57l1",0.809738331026526,0.786341344407261,25.4341426705716,1.02975423686631,0.312819076745839,0.594045654968593,0.463265436981979,0.877272081802816,TRUE
"NM_001243075","Cep57l1","Cep57l1",-3.19191814097896,3.15489211584114,25.4341426705716,-1.01173606696467,0.321192957867266,0.602633586754154,0.468065676441892,0.879181163629902,TRUE
"NM_001243074","Cep57l1","Cep57l1",-0.0523099160833839,0.439049047991761,25.4341426705716,-0.119143672723248,0.906097603673643,0.966232667588382,0.929567311088101,0.993201637012943,TRUE
"NM_001162908","Sesn1","Sesn1",0.430692930131132,0.1900382375953,25.4341426705716,2.26634879159594,0.0321820275932981,0.140542153429014,0.118905780227655,0.518514394111627,TRUE
"NM_001013370","Sesn1","Sesn1",-0.430692930131133,0.1900382375953,25.4341426705716,-2.26634879159595,0.0321820275932979,0.140542153429014,0.117780886559503,0.515395794377398,TRUE
"NM_027772","Pdss2","Pdss2",2.43059685214611,2.22753548540657,25.4341426705716,1.09115965517491,0.285432015456582,0.563776965992424,0.437511624213081,0.862113999998952,TRUE
"NM_001168289","Pdss2","Pdss2",-2.43059685214611,2.22753548540657,25.4341426705716,-1.09115965517491,0.285432015456581,0.563776965992424,0.434699351600294,0.860473211220345,TRUE
"NM_001111268","Grik2","Grik2",0.719172481157867,2.62210214868337,25.4341426705716,0.274273251146598,0.786090016788611,0.912888274719693,0.845020015235297,0.97915426672224,TRUE
"NM_010349","Grik2","Grik2",-0.719172481157868,2.62210214868337,25.4341426705716,-0.274273251146598,0.786090016788611,0.912888274719693,0.841285293097571,0.978459992160605,TRUE
"NM_013532","Lilrb4a","Lilrb4a",-0.667704809948726,1.33110887204369,25.4341426705716,-0.501615475617393,0.620252526958339,0.822237264881449,0.716130693432247,0.951472535058403,TRUE
"NM_001291894","Lilrb4a","Lilrb4a",0.667704809948728,1.33110887204369,25.4341426705716,0.501615475617394,0.620252526958338,0.822237264881449,0.719698668655044,0.951994336218932,TRUE
"NM_153786","Vgll2","Vgll2",0.612915931531932,3.72688696246002,22.4341426705716,0.16445788072074,0.870843482521406,0.954116005887788,0.907533176898446,0.991949572564174,TRUE
"NM_001300957","Vgll2","Vgll2",-0.612915931531931,3.72688696246002,22.4341426705716,-0.16445788072074,0.870843482521406,0.954116005887788,0.903751291192439,0.991949572564174,TRUE
"NM_053187","Gopc","Gopc",2.25566874182898,0.685261973704057,25.4341426705716,3.29168818406248,0.00292181987503362,0.0220791532504072,0.0302188431819955,0.228073715514266,TRUE
"NM_001199272","Gopc","Gopc",-2.25566874182898,0.685261973704056,25.4341426705716,-3.29168818406248,0.00292181987503361,0.0220791532504072,0.0298569195813421,0.226019705778953,TRUE
"NM_023129","Pln","Pln",3.80188449959862,1.90418871755373,25.4341426705716,1.99659018276446,0.0566781069463555,0.20772433612059,0.165422835915727,0.605014165738019,TRUE
"NM_001141927","Pln","Pln",-3.80188449959862,1.90418871755373,25.4341426705716,-1.99659018276446,0.0566781069463555,0.20772433612059,0.163972251927871,0.602745781587705,TRUE
"NM_008863","Pkib","Pkib",-1.3292019753913,2.29622971371627,24.4341426705716,-0.578862806038725,0.56798013137866,0.789999416277352,0.675430986537138,0.941747760337465,TRUE
"NM_001039051","Pkib","Pkib",1.3292019753913,2.29622971371627,24.4341426705716,0.578862806038725,0.56798013137866,0.789999416277352,0.678923380782569,0.94282180045655,TRUE
"NM_026148","Lims1","Lims1",-0.739220519712251,0.144327376434988,25.4341426705716,-5.12183161623002,2.59173113380362e-05,0.000404834964444768,0.00214538265869819,0.0335538935466865,TRUE
"NM_201242","Lims1","Lims1",2.30395424894873,1.09464914091675,25.4341426705716,2.10474220718723,0.0453546403282506,0.17792008952272,0.145189307443101,0.568450974105982,TRUE
"NM_001193303","Lims1","Lims1",0.584710132294471,0.126475419879881,25.4341426705716,4.62311279812151,9.53315675885779e-05,0.00121779662944415,0.00447515057811488,0.0571079194766677,TRUE
"NM_001291443","Micu1","Micu1",2.19606533763402,1.38297932019167,25.4341426705716,1.58792348198646,0.124659014009406,0.347672106804824,0.263949501987494,0.734582060109535,TRUE
"NM_001291442","Micu1","Micu1",-0.132185920696738,1.05139334408989,25.4341426705716,-0.125724517317694,0.90093853705111,0.96448178599902,0.925793831415288,0.99289750086902,TRUE
"NM_144822","Micu1","Micu1",-1.41673907135537,0.999273792330793,25.4341426705716,-1.41776866583366,0.168394108211604,0.420644391767448,0.314130250490956,0.786760156496529,TRUE
"NM_026937","Ascc1","Ascc1",2.43288937399022,0.559167904516446,25.4341426705716,4.35091026208687,0.000194064478940238,0.00220714808306225,0.00663605490907164,0.0752308560571271,TRUE
"NM_001199187","Ascc1","Ascc1",-2.43288937399022,0.559167904516446,25.4341426705716,-4.35091026208687,0.000194064478940238,0.00220714808306225,0.00654103695515695,0.0746682664446224,TRUE
"NM_001146121","Psap","Psap",-0.442838350960815,1.51433420012793,25.4341426705716,-0.29243105710972,0.772329373372662,0.906031416239058,0.831071374244216,0.976416235697956,TRUE
"NM_001146120","Psap","Psap",5.44969040980488,3.57432180708024,25.4341426705716,1.5246781638435,0.139678719016008,0.374834354614223,0.28262558896983,0.756066566548667,TRUE
"NM_001146123","Psap","Psap",1.24592544090388,1.31495578325374,25.4341426705716,0.947503677896263,0.3522983181143,0.630769604582721,0.499199403979627,0.890572516251493,TRUE
"NM_001146122","Psap","Psap",0.00307801317313983,0.232250449892444,25.4341426705716,0.0132529912194584,0.989529364469461,0.998347833991754,0.994270290820203,0.999715714394361,TRUE
"NM_011179","Psap","Psap",-1.79815879389551,0.185765641060809,25.4341426705716,-9.67971678523097,5.18491547548712e-10,3.88585229046649e-08,5.83210772243143e-06,0.000438830544480511,TRUE
"NM_001146124","Psap","Psap",0.00224715746644644,11.4959502502329,25.4341426705716,0.00019547383361379,0.999845559580383,0.999999997454623,0.998208322916008,0.999715714394361,TRUE
"NM_001252635","Cdh23","Cdh23",-0.583235739421251,3.07851347012045,25.4341426705716,-0.189453690907005,0.851241047748846,0.945057537491747,0.889361064547875,0.98964142011095,TRUE
"NR_045556","Cdh23","Cdh23",0.58323573942125,3.07851347012045,25.4341426705716,0.189453690907004,0.851241047748846,0.945057537491747,0.893134180925752,0.98964142011095,TRUE
"NM_001159572","4632428N05Rik","4632428N05Rik",2.88722248272414,1.31042328570078,25.4341426705716,2.20327470843144,0.0368445503797952,0.154489212261866,0.128628635170912,0.537439694689714,TRUE
"NM_028732","4632428N05Rik","4632428N05Rik",-2.88722248272414,1.31042328570078,25.4341426705716,-2.20327470843144,0.0368445503797952,0.154489212261866,0.127432456240259,0.535780752982893,TRUE
"NM_001017419","Tbata","Tbata",-6.17794037019506,2.17385886306865,24.4341426705716,-2.84192339951371,0.00891308707760882,0.0536786210530468,0.0562399416795858,0.338867617346723,TRUE
"NM_001017433","Tbata","Tbata",-2.80704876240705,1.03194949463973,24.4341426705716,-2.72014161253795,0.0118335818374345,0.067107720530304,0.0661356392429076,0.376262696292061,TRUE
"NM_001017407","Tbata","Tbata",2.06320873415417,1.5073690396233,24.4341426705716,1.36874824938012,0.183531312318857,0.443204773779783,0.333420953018176,0.803126012149969,TRUE
"NM_023064","Tbata","Tbata",1.52240559617351,1.1216493126993,24.4341426705716,1.35729196187868,0.187094270933231,0.44769115829282,0.337347922777242,0.804886575226443,TRUE
"NM_027912","Tysnd1","Tysnd1",0.6029105324717,0.613178454111937,25.4341426705716,0.983254594855085,0.334743639246882,0.613597223456109,0.483380680177254,0.884352851583711,TRUE
"NM_001272091","Tysnd1","Tysnd1",-0.613804194842195,2.23525604930221,25.4341426705716,-0.27460129009999,0.785840772486713,0.912856550172836,0.841100498739736,0.978430721667038,TRUE
"NM_001272090","Tysnd1","Tysnd1",0.0194685408495108,0.915898908733303,25.4341426705716,0.0212562114266911,0.983207157385965,0.996038597310094,0.989660520970223,0.999715714394361,TRUE
"NR_073587","Tysnd1","Tysnd1",-0.769406503921866,0.861495821140999,25.4341426705716,-0.893105323369803,0.380173718831374,0.656194206132666,0.520743146580127,0.900246445505232,TRUE
"NM_001039194","Aifm2","Aifm2",-0.0166104037830141,0.174418324418971,25.4341426705716,-0.0952331346969844,0.924876008476888,0.974914823226318,0.943291803377501,0.995852837435223,TRUE
"NM_001284300","Aifm2","Aifm2",0.0636551533548385,0.519827655719094,25.4341426705716,0.122454341654413,0.903501658257774,0.965496755123972,0.931462435918733,0.993406598220273,TRUE
"NM_178058","Aifm2","Aifm2",0.0144628672808659,0.392096118407779,25.4341426705716,0.0368860251399494,0.970863870374626,0.992581620581846,0.980659199114035,0.999715714394361,TRUE
"NM_001304757","Col13a1","Col13a1",-1.85579163115181,1.18114737493059,25.4341426705716,-1.5711770356014,0.128500137864875,0.354502951319597,0.266739291098577,0.737275541181565,TRUE
"NM_007731","Col13a1","Col13a1",1.85579163115181,1.18114737493059,25.4341426705716,1.5711770356014,0.128500137864875,0.354502951319597,0.268800263196883,0.740400724966415,TRUE
